lemma_key	overlapping_ratio	gloss	num_sents
act%2:29:00::	0.0555555555555555	behave in a certain manner; show a certain behavior; conduct or comport oneself	19
act%1:10:01::	0.0333333333333333	a legal document codifying the result of deliberations of a committee or society or legislative body	31
act%2:41:00::	0.0294117647058823	perform an action, or work out or perform (an action)	35
act%1:10:00::	0.125	a subdivision of a play or opera or ballet	9
act%1:10:02::	0.5	a short theatrical performance that is part of a longer program	3
act%1:03:00::	0.0526315789473684	something that people do or cause to happen	20
taste%1:12:02::	0.1666666666666666	a strong liking	7
taste%2:34:00::	0.5	take a sample of	3
taste%1:09:01::	0.5	delicate discrimination (especially of aesthetic values)	3
taste%2:39:00::	0.5	perceive by the sense of taste	3
taste%2:39:02::	0.1111111111111111	have flavor; taste of something	10
taste%1:09:02::	0.1428571428571428	the sensation that results when taste buds in the tongue and throat convey information about the chemical composition of a soluble stimulus	8
*attest%2:32:01::	1.0	provide evidence for; stand as proof of; show by one's behavior, attitude, or external attributes	2
*snort%2:32:00::	1.0	indicate contempt by breathing noisily and forcefully through the nose	2
snort%2:29:00::	1.0	make a snorting sound by exhaling hard	2
emerge%2:30:02::	0.1964285714285714	come out of	8
emerge%2:30:00::	0.7032085561497327	come out into view, as from concealment	34
emerge%2:38:00::	1.0	come up to the surface of or rise	2
*emerge%2:30:01::	0.25	become known or apparent	5
refer%2:42:00::	0.125	be relevant to	17
refer%2:32:00::	0.5	have as a meaning	3
refer%2:38:00::	0.2	send or direct for treatment, information, or a decision	6
refer%2:32:12::	0.3333333333333333	seek information from	4
refer%2:32:01::	0.1631578947368421	make reference to	20
refer%2:31:00::	0.1515151515151515	think of, regard, or classify under a subsuming principle or with a general group or in relation to another	12
condense%2:30:01::	1.0	undergo condensation; change from a gaseous to a liquid state and fall in drops	2
warn%2:32:01::	0.25	admonish or counsel in terms of someone's behavior	5
warn%2:32:00::	0.816017316017316	notify of danger, potential harm, or risk	22
sign%1:10:00::	0.25	a public display of a message	5
sign%1:10:03::	0.3333333333333333	any nonverbal action or gesture that encodes a message	4
sign%1:15:00::	1.0	(astrology) one of 12 equal areas into which the zodiac is divided	2
sign%2:41:00::	0.0833333333333333	approve and express assent, responsibility, or obligation	13
sign%2:32:00::	0.1428571428571428	be engaged by a written agreement	8
sign%1:10:05::	0.0625	a perceptible indication of something not immediately apparent (as a visible clue that something has happened)	17
sign%1:06:01::	0.5	structure displaying a board on which advertisements can be posted	3
sign%2:32:02::	0.0666666666666666	mark with one's signature; write one's name (on)	16
*sign%2:41:01::	1.0	engage by written agreement	2
factor%1:23:00::	0.3333333333333333	one of two or more integers that can be exactly divided into another integer	4
factor%1:09:00::	0.2857142857142857	an abstract part of something	8
factor%1:11:00::	0.5978494623655914	anything that contributes causally to a result	31
factor%2:31:00::	1.0	resolve into factors	2
paint%2:35:00::	0.141025641025641	apply paint to; coat with paint	13
paint%2:36:01::	0.0958333333333333	make a painting	16
paint%2:36:00::	0.109090909090909	make a painting of	11
paint%1:06:00::	0.1666666666666666	a substance used as a coating to protect or decorate a surface (especially a mixture of pigment suspended in a liquid); dries to form a hard coating	7
age%1:28:00::	0.2	a time of life (usually defined in years) at which some particular qualification or power arises	6
age%1:28:02::	0.0454545454545454	an era of history having some distinctive feature	23
age%1:07:00::	0.62	how long something has existed	75
credit%1:10:00::	0.2333333333333333	approval	6
credit%1:21:01::	0.3333333333333333	an accounting entry acknowledging income or capital items	4
credit%2:31:12::	0.5	ascribe an achievement to	3
credit%1:21:02::	0.25	money available for a client to borrow	5
credit%2:31:01::	0.3333333333333333	give someone credit for something	4
credit%1:04:01::	0.5	used in the phrase `to your credit' in order to indicate an achievement deserving praise	3
credit%2:40:00::	1.0	accounting: enter as credit	2
credit%1:21:00::	1.0	arrangement for deferred payment for goods and services	2
grab%2:40:00::	0.5	get hold of or seize quickly and easily	4
grab%2:35:00::	0.8514492753623188	take hold of so as to seize or restrain or stop the motion of	24
allow%2:32:00::	0.3019323671497584	consent to, give permission	46
allow%2:41:00::	0.3553477498538866	make it possible through a specific action or lack of action for something to happen	59
allow%2:40:00::	0.0992647058823529	let have	17
allow%2:31:00::	0.5	allow or plan for a certain possibility; concede the truth or validity of something	3
allow%2:42:00::	0.5	make a possibility or provide opportunity for; permit to be attainable or cause to remain	3
allow%2:31:01::	0.1428571428571428	give or assign a resource to a particular person or cause	8
continue%2:32:00::	0.2436781609195402	continue talking;  he continued,	30
continue%2:42:01::	0.664633510582838	continue a certain state, condition, or activity	139
continue%2:42:00::	0.0714285714285714	keep or maintain in unaltered condition; cause to remain or last	22
continue%2:41:00::	1.0	allow to remain in a place or position or maintain a property or feature	2
continue%2:38:00::	0.3333333333333333	move ahead; travel onward in time or space	4
melt%2:30:04::	1.0	become more relaxed, easygoing, or genial	2
melt%2:30:00::	1.0	become or cause to become soft or liquid	2
melt%2:30:01::	0.8333333333333334	reduce or cause to be reduced from a solid to a liquid state, usually by heating	3
escape%2:32:04::	0.2	escape potentially unpleasant consequences; get away with a forbidden action	6
escape%2:42:00::	1.0	be incomprehensible to; escape understanding by	2
escape%1:04:00::	0.2	the act of escaping physically	6
escape%2:32:00::	0.1785714285714285	fail to experience	8
escape%2:38:00::	0.3366013071895425	run away from confinement	18
buzz%2:39:00::	1.0	make a buzzing sound	2
translate%2:31:00::	0.3333333333333333	make sense of a language	4
translate%2:35:00::	1.0	bring to a certain spiritual state	2
translate%2:32:00::	0.3555555555555555	restate (words) from one language into another language	10
*translate%2:30:01::	0.1666666666666666	change from one form or medium into another	7
translate%2:30:00::	1.0	change the position of (figures or bodies) in space without rotation	2
ask%2:32:01::	0.1122996702706847	make a request or demand for something to somebody	162
ask%2:32:02::	0.0666666666666666	direct or put; seek an answer to	16
ask%2:32:00::	0.283994683880767	inquire about	230
ask%2:32:05::	1.0	consider obligatory; request and expect	2
flood%1:23:00::	1.0	an overwhelming number or amount	2
flood%2:35:00::	0.2	fill quickly beyond capacity; as with a liquid	6
flood%2:30:00::	0.5	cover with liquid, usually water	3
flood%1:04:01::	1.0	a large flow	2
flood%1:06:00::	1.0	light that is a source of artificial illumination having a broad beam; used in photography	2
flood%1:19:00::	1.0	the rising of a body of water and its overflowing onto normally dry land	2
decide%2:31:00::	0.9267906336088154	reach, make, or come to a decision about something	121
decide%2:31:02::	0.3333333333333333	cause to decide	4
decide%2:31:01::	0.25	bring to an end; settle conclusively	5
swallow%2:34:00::	0.7142857142857143	pass through the esophagus as part of eating or drinking	8
*swallow%2:35:00::	1.0	enclose or envelop completely, as if by swallowing	2
swallow%1:13:00::	1.0	a small amount of liquid food	2
use%2:34:02::	0.0909090909090909	take or consume (regularly or habitually)	12
use%2:34:01::	0.7866791160908808	put into service; make work or employ for a particular purpose or for its inherent or natural purpose	595
use%1:07:02::	0.2	a particular service	6
use%1:07:00::	0.1	what something is used for	15
use%1:04:00::	0.0167189132706374	the act of using	88
use%2:34:00::	0.1428571428571428	use up, consume fully	8
confront%2:32:03::	0.2	present somebody with something, usually to accuse or criticize	6
confront%2:33:00::	0.5833333333333334	oppose, as in hostility or a competition	21
confront%2:32:00::	0.3090909090909091	deal with (something unpleasant) head on	11
grow%2:30:01::	0.1515151515151515	cause to grow or develop	12
grow%2:30:04::	0.1666666666666666	develop and reach maturity; undergo maturation	7
grow%2:30:10::	1.0	grow emotionally or mature	2
grow%2:30:03::	0.0305851063829787	pass into a condition gradually, take on a specific property or attribute; become	48
grow%2:30:00::	0.0685714285714285	become larger, greater, or bigger; expand or gain	50
grow%2:29:00::	0.5	come to have or undergo a change of (physical features and attributes)	3
grow%2:30:02::	0.0551724137931034	increase in size by natural process	30
grow%2:36:00::	0.5	cultivate by growing, often involving improvements by means of agricultural techniques	3
grow%2:42:00::	0.1666666666666666	come into existence; take on form or shape	7
redouble%2:30:00::	1.0	double in magnitude, extent, or intensity	2
test%1:04:03::	1.0	the act of undergoing testing	2
test%1:04:00::	1.0	the act of testing something	2
test%1:10:00::	1.0	a set of questions or exercises evaluating skill or knowledge	2
test%1:04:02::	0.1666666666666666	any standardized procedure for measuring sensitivity or memory or intelligence or aptitude or personality etc	7
test%2:41:00::	0.0666666666666666	put to the test, as for its quality, or give experimental use to	31
test%2:41:01::	0.125	test or examine for the presence of disease or infection	9
test%2:32:00::	0.3333333333333333	examine someone's knowledge of something	4
test%1:09:02::	0.0584795321637426	trying something to find out about it	19
guard%2:33:03::	1.0	protect against a challenge or attack	2
guard%1:06:00::	1.0	a device designed to prevent injury or accidents	2
guard%1:18:01::	1.0	the person who plays that position on a football team	2
guard%2:41:00::	0.25	to keep watch over	5
guard%2:33:00::	0.2	watch over or shield from danger or harm; protect	6
guard%1:18:03::	0.0833333333333333	a person who keeps watch over something or someone	13
preserve%2:40:00::	0.3472222222222222	keep in safety and protect from harm, decay, loss, or destruction	9
preserve%2:40:01::	0.2916666666666667	to keep up and reserve for personal or special use	9
*preserve%2:42:00::	0.5105263157894737	keep or maintain in unaltered condition; cause to remain or last	20
bounce%2:35:03::	0.25	hit something so that it bounces	5
bounce%2:38:00::	0.4924242424242424	spring back; spring away from an impact	12
bounce%1:07:00::	1.0	the quality of a substance that is able to rebound	2
bounce%2:38:02::	1.0	move up and down repeatedly	2
exploit%2:34:00::	0.6428571428571429	use or manipulate to one's advantage	8
exploit%2:34:01::	0.5	draw from; make good use of	3
exploit%1:04:00::	1.0	a notable achievement	2
agree%2:32:01::	0.1	consent or assent to a condition, or agree to do something	25
agree%2:32:00::	0.5949788263762855	be in accord; be in agreement	58
agree%2:42:00::	0.3333333333333333	be compatible, similar or consistent; coincide in their characteristics	4
down%3:00:00::	0.1388888888888889	being or moving lower in position or less in some value	9
*down%2:34:00::	0.5	drink down entirely	3
down%5:00:00:descending:00	1.0	extending or moving from a higher to a lower place	2
down%4:02:03::	1.0	paid in cash at time of purchase	2
down%4:02:00::	0.6657633242999097	spatially or metaphorically from a higher to a lower level or position	82
down%4:02:02::	0.0909090909090909	away from a more central or a more northerly place	22
write%2:32:00::	0.1907433380084151	communicate or express by writing	93
write%2:32:08::	0.0761904761904762	communicate (with) in writing	15
write%2:36:02::	0.0464015151515151	have (one's written work) issued for publication	33
write%2:36:04::	0.125	write music	9
write%2:36:01::	0.1428571428571428	mark or trace on a surface	8
write%2:32:03::	0.3333333333333333	record data on a computer	4
write%2:36:00::	0.2980817347789825	produce a literary work	110
write%2:32:01::	0.1111111111111111	communicate by letter	10
puff%2:34:01::	1.0	smoke and exhale strongly	2
*erupt%2:30:02::	1.0	erupt or intensify suddenly	2
erupt%2:30:01::	0.7666666666666667	start abruptly	6
swim%2:38:00::	1.0	travel through water	12
gutter%1:06:00::	1.0	a channel along the eaves or on the roof; collects and carries away rainwater	2
dump%2:40:00::	1.0	throw away as refuse	12
key%1:06:00::	0.2527472527472527	metal device shaped in such a way that when it is inserted into the appropriate lock the lock's mechanism can be rotated	14
key%1:09:00::	0.3333333333333333	something crucial for explaining	4
key%5:00:00:important:00	0.1428571428571428	serving as an essential component	8
*wear%2:42:01::	1.0	have in one's aspect; wear an expression of one's attitude or personality	2
wear%2:29:02::	1.0	have or show an appearance of	2
wear%2:29:00::	0.7857772553629151	be dressed in	83
wear%2:29:04::	0.25	have on one's person	16
sail%2:38:01::	1.0	move with sweeping, effortless, gliding motions	2
sail%2:38:03::	0.8560606060606061	traverse or travel on (a body of water)	12
produce%2:36:00::	0.1214285714285714	create or manufacture a man-made product	36
produce%2:36:02::	0.4181365897783808	bring forth or yield	67
produce%1:13:00::	1.0	fresh fruits and vegetable grown for the market	2
produce%2:39:01::	0.2333333333333333	bring out for display	6
produce%2:39:00::	0.2333333333333333	bring onto the market or release	6
produce%2:36:03::	0.0476923076923076	cause to happen, occur or exist	26
produce%2:36:05::	0.2	cultivate by growing, often involving improvements by means of agricultural techniques	6
tread%1:04:00::	1.0	a step in walking or running	2
stuff%2:38:00::	1.0	press or force	2
stuff%1:27:00::	0.25	the tangible substance that goes into the makeup of a physical object	5
stuff%2:35:00::	0.25	cram into a cavity	5
stuff%1:06:00::	0.25	miscellaneous unspecified objects	5
fit%2:30:02::	0.5	insert or adjust several objects or people	3
fit%2:42:04::	0.3333333333333333	be compatible, similar or consistent; coincide in their characteristics	4
fit%3:00:02::	0.5	meeting adequate standards for a purpose	3
fit%1:26:01::	0.5	a display of bad temper	3
fit%3:00:01::	0.5	physically and mentally sound or healthy	3
fit%1:26:00::	1.0	a sudden uncontrollable attack	2
fit%2:30:01::	0.1666666666666666	make fit	7
fit%2:42:01::	0.1428571428571428	satisfy a condition or restriction	8
fit%2:42:02::	0.1111111111111111	be the right size or shape; fit correctly or as desired	10
fit%5:00:00:ready:00	0.5	(usually followed by `to' or `for') on the point of or strongly disposed	3
fit%2:42:05::	0.0769230769230769	be agreeable or acceptable to	14
expect%2:31:00::	0.8141088568935427	regard something as probable or likely	192
expect%2:32:00::	0.0873563218390804	consider obligatory; request and expect	30
expect%2:31:01::	0.2272727272727272	look forward to the probable occurrence of	11
dismiss%2:32:00::	0.7564102564102564	bar from attention or consideration	13
dismiss%2:32:02::	0.5	cease to consider; put out of judicial consideration	3
recall%2:31:00::	0.9032051282051282	recall knowledge from memory; have a recollection	40
recall%2:32:00::	0.5833333333333334	go back to something earlier	4
gain%2:40:03::	0.2066666666666666	obtain	25
gain%2:40:01::	0.0833333333333333	win something through one's efforts	13
gain%2:30:01::	1.0	increase or develop	2
gain%1:07:01::	1.0	the amount of increase in signal power or voltage or current expressed as the ratio of output to input	2
gain%1:07:02::	1.0	the advantageous quality of being beneficial	2
gain%2:33:00::	1.0	obtain advantages, such as points, etc.	2
gain%2:30:00::	1.0	rise in rate or price	2
gain%2:38:00::	0.3333333333333333	reach a destination, either real or abstract	4
gain%1:23:00::	0.2	a quantity that is added	6
gain%2:40:02::	0.1666666666666666	derive a benefit from	7
moderate%5:00:00:mild:00	1.0	not extreme	2
moderate%3:00:00::	0.7888888888888889	being within reasonable or average limits; not excessive or extreme	10
hurt%2:39:00::	0.3333333333333333	be the source of pain	4
hurt%2:37:01::	0.5	cause emotional anguish or make miserable	3
*hurt%2:37:00::	0.5	hurt the feelings of	3
hurt%2:30:04::	0.3333333333333333	cause damage or affect negatively	4
hurt%2:29:01::	0.1904761904761904	give trouble or pain to	7
drift%2:38:01::	0.5	move about aimlessly or without any destination, often in search of food or employment	3
drift%2:38:04::	0.5	wander from a direct course or at random	3
drift%2:38:02::	0.3	be in motion due to some air or water current	5
drift%1:19:00::	0.5	a force that moves something along	3
assume%2:31:00::	0.5460930640913082	take to be the case or to be true; accept without verification or proof	68
assume%2:40:01::	0.2	take on as one's own the expenses or debts of another person	6
assume%2:30:00::	0.1111111111111111	take on a certain form, attribute, or aspect	10
assume%2:38:00::	1.0	occupy or take on	2
assume%2:41:00::	0.0833333333333333	take on titles, offices, duties, responsibilities	13
*climb%2:30:00::	1.0	go up or advance	2
climb%2:38:01::	1.0	move with difficulty, by grasping	2
climb%2:38:00::	0.878494623655914	go upward with gradual or continuous progress	31
visualize%2:36:00::	1.0	imagine; conceive of; see in one's mind	4
assign%2:31:00::	0.2142857142857142	select something or someone for a specific purpose	7
assign%2:41:00::	0.2571428571428571	give an assignment to (a person) to a post, or assign a task to (a person)	15
assign%2:40:01::	0.2238095238095238	give out	15
assign%2:31:02::	0.1666666666666666	attribute or credit to	7
upgrade%2:31:00::	1.0	rate higher; raise in value or esteem	2
flow%1:04:00::	0.3333333333333333	the act of flowing or streaming; continuous progression	4
flow%2:38:00::	0.1111111111111111	move along, of liquids	10
flow%1:28:00::	0.1666666666666666	the amount of fluid that flows in a given time	7
flow%1:11:00::	0.0620915032679738	the motion characteristic of fluids (liquids or gases)	18
flow%1:22:00::	0.6666666666666666	any uninterrupted stream or discharge	3
*flow%2:38:01::	0.0833333333333333	move or progress freely as if in a stream	13
supplicate%2:32:00::	1.0	ask humbly (for something)	2
provide%2:41:00::	1.0	mount or put up	2
provide%2:32:00::	0.106060606060606	determine (what is to happen in certain contingencies), especially by including a proviso condition or stipulation	12
provide%2:40:00::	0.8669339177717361	give something useful or necessary to	269
provide%2:34:00::	0.085	give what is desired or needed, especially support, food or sustenance	25
nod%2:32:01::	0.6477832512315271	express or signify by nodding	29
nod%2:32:00::	0.3736263736263736	lower and raise the head, as to indicate assent or agreement or confirmation	14
design%2:31:00::	0.037037037037037	plan something for a specific role or purpose or effect	28
design%2:36:02::	0.0333333333333333	make or work out a plan for; devise	31
design%1:09:02::	0.5	something intended as a guide for making something else	3
design%1:04:00::	0.0833333333333333	the act of working out the form of something (as by making a sketch or outline or plan)	13
design%2:36:00::	0.1428571428571428	make a design of; plan out in systematic, often graphic form	8
design%2:36:01::	0.0555555555555555	create the design for; create or execute in an artistic or highly skilled manner	19
design%1:09:01::	0.0909090909090909	an arrangement scheme	12
design%1:06:00::	1.0	a decorative or artistic work	2
tax%2:40:00::	0.0666666666666666	levy a tax on	16
tax%1:21:00::	0.63107822410148	charge against a citizen's person or property or activity for the support of government	44
twist%1:10:00::	1.0	an interpretation of a text or action	2
twist%1:11:00::	1.0	an unforeseen development	2
twist%1:04:01::	1.0	any clever maneuver	2
twist%2:35:02::	0.3333333333333333	cause (a plastic object) to assume a crooked or angular form	4
twist%2:38:01::	0.2909090909090909	to move in a twisting or contorted motion, (especially when struggling)	11
transform%2:30:02::	0.1153846153846153	subject to a mathematical transformation	14
*transform%2:30:00::	0.4333333333333333	change or alter in form, appearance, or nature	10
*transform%2:30:03::	0.5	change in outward structure or looks	3
compare%2:31:00::	0.6779220779220779	examine and note the similarities or differences of	56
compare%2:31:01::	0.2916666666666667	consider or describe as similar, equal, or analogous	9
compare%2:42:00::	0.0909090909090909	be comparable	12
hunt%2:33:00::	0.5	pursue for food or sport (as of wild animals)	4
hunt%2:38:00::	1.0	pursue or chase relentlessly	2
execute%2:41:00::	1.0	kill as a means of socially sanctioned punishment	2
treat%2:29:00::	0.0791666666666666	provide treatment for	16
treat%2:30:01::	0.0988142292490118	subject to a process or treatment, with the aim of readying for some purpose, improving, or remedying a condition	23
treat%2:32:00::	0.1444444444444444	act on verbally or in some form of artistic expression	10
treat%2:40:00::	0.5	provide with a gift or entertainment	3
treat%2:41:00::	0.0689655172413793	interact in a certain way	30
begin%2:30:00::	0.749006570916552	take the first step or steps in carrying out an action	278
begin%2:42:00::	0.0971348707197763	have a beginning, in a temporal, spatial, or evaluative sense	54
begin%2:30:01::	0.0854700854700854	set in motion, cause to start	27
live%3:00:02::	0.2	actually being performed at the time of hearing or viewing	6
live%2:42:08::	0.1971428571428571	inhabit or live in; be an inhabitant of	126
live%2:42:00::	0.0824175824175824	have life, be alive	14
live%2:42:01::	0.125	support oneself	16
live%2:42:04::	0.0727513227513227	continue to live through hardship or adversity	28
live%2:42:06::	0.088235294117647	lead a certain kind of life; live in a certain style	51
amount%1:07:00::	0.1072874493927125	the relative magnitude of something with reference to a criterion	39
amount%2:42:01::	0.3333333333333333	add up in number or quantity	4
amount%1:21:00::	0.0327169274537695	a quantity of money	38
amount%1:09:00::	1.0	a quantity obtained by the addition of a group of numbers	2
amount%1:03:00::	0.0588235294117647	how much there is or how many there are of something that you can quantify	18
*amount%2:42:00::	0.3333333333333333	develop into	4
amount%2:42:03::	0.1111111111111111	be tantamount or equivalent to	10
precede%2:42:01::	0.3	come before	5
precede%2:42:00::	0.5972222222222222	be earlier in time; go back further	9
precede%2:41:00::	0.5	be the predecessor of	3
color%1:14:00::	1.0	a race with skin pigmentation different from the white race (especially Blacks)	2
*color%2:32:00::	1.0	affect as in thought or feeling	2
color%3:00:00::	0.3333333333333333	having or capable of producing colors	4
color%1:07:02::	0.5	the timbre of a musical sound	3
color%2:30:00::	0.1666666666666666	add color to	7
color%1:07:03::	0.5	interest and variety and intensity	3
color%1:07:00::	0.5352564102564102	a visual attribute of things that results from the light they emit or transmit or reflect	40
mold%2:36:02::	1.0	form in clay, wax, etc	4
intervene%2:41:00::	1.0	get involved, so as to alter or hinder an action, or through force or threat of force	4
impress%2:31:00::	0.5833333333333334	produce or try to produce a vivid impression of	4
impress%2:37:00::	0.2321428571428571	impress positively	8
impress%2:37:01::	0.2142857142857142	have an emotional or cognitive impact upon	7
introduce%2:30:03::	0.1388888888888889	introduce	9
introduce%2:38:00::	0.2	bring in a new person or object into a familiar environment	6
introduce%2:32:00::	0.4214285714285714	cause to come to know personally	21
introduce%2:36:00::	0.1111111111111111	bring something new to an environment	10
review%2:32:00::	0.1388888888888889	appraise critically	9
review%2:31:00::	0.2803030303030303	look at again; examine again	12
review%1:09:00::	0.3333333333333333	a new appraisal or evaluation	4
review%1:10:01::	1.0	an essay or article that gives a critical evaluation (as of a book or play)	2
*stamp%2:35:01::	1.0	to mark, or produce an imprint in or on something	2
stamp%2:38:00::	0.6666666666666666	walk heavily	3
crawl%2:38:00::	1.0	move slowly; in the case of people or animals with the body near the ground	27
drain%2:38:00::	1.0	flow off gradually	2
rationalize%2:30:00::	1.0	weed out unwanted or unnecessary things	2
*rationalize%2:32:00::	0.8333333333333334	defend, explain, clear away, or make excuses for by reasoning	3
involve%2:42:04::	0.2452380952380952	engage as a participant	21
involve%2:42:01::	0.4663299663299663	connect closely and often incriminatingly	55
involve%2:42:02::	0.1666666666666666	contain as a part	7
involve%2:42:07::	0.0984848484848484	require as useful, just, or proper	12
involve%2:42:00::	0.0661764705882353	have as a necessary feature	17
ruin%2:35:00::	0.3333333333333333	destroy completely; damage irreparably	4
ruin%1:26:00::	0.5	an irrecoverable state of devastation and destruction	3
shower%1:04:00::	0.3333333333333333	washing yourself by standing upright under water sprayed from a nozzle	4
shower%2:29:00::	1.0	take a shower; wash one's body in the shower	2
shower%1:06:00::	0.25	a plumbing fixture that sprays water over you	5
buy%2:40:00::	0.9802950883323628	obtain by purchase; acquire by means of a financial transaction	102
buy%2:40:02::	1.0	make illegal payments to in exchange for favors or influence	2
map%1:06:00::	0.5	a diagrammatic representation of the earth's surface (or part of it)	7
map%2:36:00::	0.5	make a map of; show or establish the features of details of	3
shorten%2:30:01::	0.5333333333333333	make shorter than originally intended; reduce or retrench in length or duration	6
shorten%2:30:02::	0.6666666666666666	reduce in scope while retaining essential elements	3
spot%1:10:01::	1.0	a short section or illustration (as between radio or tv programs or in a magazine) that is often used for advertising	2
spot%1:15:01::	0.0666666666666666	a point located with respect to surface features of some region	16
spot%2:39:00::	0.0588235294117647	catch sight of	18
radiate%2:43:00::	1.0	send out rays or waves	2
confuse%2:31:03::	0.3	be confusing or perplexing to; cause to be unable to think clearly	5
confuse%2:31:02::	0.4555555555555555	mistake one thing for another	10
attend%2:42:00::	0.975609756097561	be present at (meetings, church services, university), etc.	83
attend%2:41:12::	1.0	take charge of or deal with	2
incline%2:42:01::	1.0	have a tendency or disposition to do or be something; be inclined	4
grope%2:35:01::	1.0	feel about uncertainly or blindly	5
*fill%2:30:01::	0.5827067669172933	make full, also in a metaphorical sense	57
fill%2:41:00::	0.25	assume, as of positions or roles	5
fill%2:30:00::	0.1136363636363636	become full	12
fill%2:42:00::	0.1904761904761904	occupy the whole of	7
fill%2:34:02::	0.25	fill or meet a want or need	5
count%2:32:03::	0.3333333333333333	show consideration for; take into account	4
count%2:32:00::	0.1883116883116883	determine the number or amount of	22
count%1:04:00::	0.5	the act of counting; reciting numbers in ascending order	3
count%2:32:01::	0.5	name or recite the numbers in ascending order	3
count%2:31:00::	1.0	include as if by counting	2
count%2:42:00::	0.1904761904761904	have weight; have import, carry weight	7
count%1:23:00::	0.3333333333333333	the total number counted	4
dull%3:00:03::	0.6666666666666666	lacking in liveliness or animation	3
dull%3:00:02::	0.3333333333333333	emitting or reflecting very little light	4
dull%5:00:01:uninteresting:00	1.0	so lacking in interest as to cause mental weariness; ; ; ; ; ; - Edmund Burke; ; - Mark Twain	2
talk%2:32:00::	0.1119047619047619	express in speech	21
talk%2:32:03::	0.2	use language	6
*talk%2:32:01::	0.6484158415841584	exchange thoughts; talk with	101
talk%2:32:02::	0.5	reveal information	3
talk%2:32:06::	1.0	divulge confidential information or secrets	2
talk%1:10:00::	0.1111111111111111	an exchange of ideas via conversation	10
process%1:09:00::	0.5	(psychology) the performance of some composite cognitive activity; an operation that affects mental contents	3
process%1:04:00::	0.9183303085299456	a particular course of action intended to achieve a result	58
process%2:30:00::	1.0	subject to a process or treatment, with the aim of readying for some purpose, improving, or remedying a condition	2
lend%2:40:00::	0.2619047619047619	give temporarily; let have for a limited time	7
*lend%2:42:00::	1.0	have certain characteristics of qualities for something; be open or vulnerable to	2
lend%2:40:01::	0.1666666666666666	bestow a quality on	7
dash%2:30:00::	1.0	break into pieces, as by striking or knocking over	2
dash%2:38:00::	0.6	run or move very quickly or hastily	5
date%1:18:00::	0.5	a participant in a date	3
date%1:28:00::	0.7391304347826086	the specified day of the month	23
date%1:14:00::	0.5	a meeting arranged in advance	3
express%2:32:00::	0.2724867724867725	articulate; either verbally or with a cry, shout, or noise	28
express%2:32:01::	0.4978229317851959	give expression to	53
express%2:32:02::	0.1238095238095238	serve as a means for expressing something	15
express%2:32:03::	1.0	indicate through a symbol, formula, etc.	2
scrape%2:35:00::	0.5	scratch repeatedly	4
scrape%1:11:00::	1.0	a harsh noise made by scraping	2
avoid%2:41:01::	0.2034632034632034	prevent the occurrence of; prevent from happening	22
avoid%2:41:03::	0.2058823529411764	refrain from doing something	18
avoid%2:32:00::	0.3625730994152046	stay clear from; keep away from; keep out of the way of someone or something	19
brush%2:35:01::	0.1	rub with a brush, or as if with a brush	11
brush%2:35:02::	0.25	clean with a brush	5
brush%1:14:00::	0.1	a dense growth of bushes	11
brush%2:35:00::	0.1111111111111111	touch lightly and briefly	10
brush%1:06:00::	0.1428571428571428	an implement that has hairs or bristles firmly set into a handle	8
pour%2:38:04::	0.2	pour out	6
pour%2:38:03::	0.1	cause to run	11
*pour%2:38:00::	0.1666666666666666	move in large numbers	7
pour%2:38:02::	0.3333333333333333	flow in a spurt	4
*head%2:38:02::	0.5	travel in front of; go in advance of others	3
head%2:38:01::	1.0	direct the course; determine the direction of travelling	2
head%2:41:00::	0.0588235294117647	be in charge of	18
head%1:05:00::	0.05	a single domestic animal	21
head%1:19:00::	0.5	the pressure exerted by a fluid	3
head%1:08:00::	0.3655510374309248	the upper part of the human body or the front part of the body in animals; contains the face and brains	139
head%2:38:00::	0.0357142857142857	to go or travel towards	29
*head%2:42:01::	1.0	be the first or leading member of (a group) and excel	2
head%1:09:00::	0.2	that which is responsible for one's thoughts and feelings; the seat of the faculty of reason	6
head%1:18:00::	0.2	a person who is in charge	6
end%1:09:02::	0.0476190476190476	the state of affairs that a plan is intended to achieve and that (when achieved) terminates behavior intended to achieve it	22
end%2:42:01::	0.1111111111111111	be the end of; be the last or concluding part of	10
end%1:15:01::	1.0	a boundary marking the extremities of something	2
end%1:11:00::	0.0588235294117647	the concluding parts of an event or occurrence	18
end%1:09:00::	0.0833333333333333	a final part or section	13
end%2:30:01::	0.037037037037037	bring to an end or halt	28
end%1:18:00::	0.5	(football) the person who plays at one end of the line of scrimmage	3
end%1:15:02::	0.25	the surface at either extremity of a three-dimensional object	5
end%2:42:00::	0.0196078431372549	have an end, in a temporal, spatial, or quantitative sense; either spatial or metaphorical	52
end%1:26:00::	0.2	a final state	6
end%1:28:00::	0.037037037037037	the point in time at which something ends	28
end%1:15:00::	0.0333333333333333	either extremity of something that has length	31
*pump%2:33:00::	0.5	deliver forth	3
pump%2:35:00::	0.3333333333333333	operate like a pump; move up and down, like a handle or a pedal	4
pump%1:06:00::	0.5	a mechanical device that moves fluid or gas by pressure or suction	3
change%2:38:00::	0.5	change from one vehicle or transportation line to another	3
change%2:30:00::	0.0212765957446808	undergo a change; become different in essence; losing one's or its original nature	48
change%2:30:03::	0.2	change clothes; put on different clothes	6
